price,bedrooms,bathrooms,sqft_living,sqft_lot
875000,5,2.5,2920,5568
685000,3,2.75,3150,219978
798000,3,3.5,3590,6402
297500,4,2.5,1910,5000
749950,4,2.75,3110,35235
495000,5,3,2440,4750
540000,4,2.25,1330,8400
395000,3,1.75,1460,22651
1300000,6,4.5,3902,3880
1075000,5,4.75,5180,17811
214100,2,2.5,1150,2064
210000,4,1.5,1920,10403
499500,3,2.5,2520,53143
546000,2,1,970,3400
292000,5,2.5,2490,7666
289000,3,2,1680,8424
240000,3,1,1150,4825
395000,4,3,1980,7931
795000,4,2.25,2070,13084
955000,4,4.25,5660,193593
725000,4,2.75,2420,10962
335000,4,2.5,2610,4781
492000,4,3.75,2810,10840
250000,3,2.5,1510,10384
700000,3,1.75,1910,4800
545000,3,1.75,1700,51649
555000,4,2.75,2020,10720
640000,3,1.75,2340,4206
390000,3,2,1463,868
466500,3,1,1430,3840
372500,3,1.5,1180,12324
1800000,5,4.5,4400,15580
255000,3,2.5,1610,6176
466800,3,2.5,1480,14250
749000,3,2.5,2670,10338
610000,4,1.75,1830,29110
356000,2,1,920,4095
165000,3,1,1150,19200
229000,2,1,1190,7408
530000,4,3.25,4160,35654
499950,3,2.5,2370,12753
619000,4,1.75,1660,3800
547000,3,2.5,1480,8381
359800,4,2.5,2390,6426
499000,3,3.5,1690,1432
189000,3,1,1010,7560
799000,4,3.5,3500,8547
257000,4,2.75,2330,7642
270000,3,1.5,1890,9450
453500,4,1.75,2000,6032
237000,3,1,1130,10650
456000,4,1.75,1670,9886
355500,3,2.5,2600,5540
299950,4,1.75,1560,31299
335000,3,2,1170,5360
268500,4,2.5,2100,4237
385000,3,2.25,1710,11500
376000,4,2.75,2420,5773
605004,4,2,1370,4000
886000,4,2,2660,3900
560000,4,2.5,2260,3713
343000,4,2.5,2070,4500
1415000,4,5.25,4670,43950
270000,3,1,1500,13500
411605,4,2.5,2658,3960
550000,4,2.5,2700,5150
465000,3,2.25,1530,1245
584000,3,2.5,1480,1485
275000,3,3,1390,1080
324500,3,2.5,1660,3990
700000,3,2.5,2050,4185
385200,4,1,1550,7740
270000,4,2.25,1900,8600
735000,4,2.5,2820,6180
389250,2,1.5,1490,4080
315000,3,1.5,1750,12500
545000,4,2.5,2040,6034
550000,3,1.5,1900,5000
415000,3,1.75,1910,12596
387500,3,1,1560,14333
432000,3,1.75,1470,6250
402000,3,2.5,2700,9994
1035000,4,3.25,3450,11240
294700,3,2,1970,9600
744000,3,2.5,2670,12187
715000,3,2.5,2550,13458
500000,4,1,1720,4011
1300000,4,4,4270,6002
1150000,3,1.5,2170,16600
650000,4,2.5,2840,9354
435000,4,2.75,3270,50994
510000,3,1.75,1480,7040
525000,5,2.75,2440,8000
920000,4,2.75,2880,5750
200000,2,1,1730,9610
435000,2,1,1260,4080
809950,4,2,2230,9900
1370000,2,2.25,2460,16940
455000,4,1.75,2050,94525
471000,3,2.5,2030,2805
253500,2,1,810,4800
185000,3,1,1840,8100
535500,3,1.5,1730,40250
835000,2,2,2280,6815
589500,4,2.5,2630,6326
680000,3,2.25,2270,23900
360000,3,1.75,1020,7020
595000,4,2.5,1990,2175
300000,4,2.5,2680,15508
660000,3,1.75,1980,3300
570000,3,2.5,2400,6975
285000,2,1,780,5000
435000,3,2,980,5000
160000,3,1,1210,103237
805000,5,2.5,4600,19831
450000,3,2.5,1480,1961
510000,4,1.5,1320,14250
1120000,5,2.75,4400,18500
1280000,4,3.5,3010,3600
539000,3,2,2260,9568
407193,4,2,1880,14653
320000,3,1.75,1370,9900
739000,4,3,2720,3800
452000,2,1.75,1740,5400
600000,4,2.5,2560,5593
279000,5,2.5,2690,5557
895000,4,3,3240,5562
585000,4,2.5,2430,4747
405000,2,2,1405,1073
837219,5,2.75,3030,7679
969990,4,2.5,4150,8436
490000,3,3,1730,2940
611000,6,2.5,3820,53173
462000,4,2.5,3070,6432
540000,4,2.5,1780,4169
260000,4,2.5,1811,4381
510000,4,2.25,2450,62290
567500,3,2.5,2300,7398
445000,2,1,1440,3225
684680,4,2.25,2370,9360
2700000,4,3.25,4420,7850
455000,3,1,1300,3550
540000,5,3,2870,4369
530000,3,2.75,3400,7200
410000,3,1,1410,5060
450000,3,1.75,1640,13500
609900,4,2.5,3190,7399
648000,4,2.5,2380,13435
550000,3,2.5,2260,4165
347000,3,1.75,1240,8050
1635000,5,3.5,4220,26784
1339000,4,2.5,4250,19387
288350,3,1.5,1860,7963
1150000,3,2.5,2850,10474
525000,3,3,2470,36445
250250,3,2.25,2210,8000
341000,4,1.75,1920,7665
700000,4,3,3150,7778
390000,4,1.75,2700,7875
539950,3,2.25,2190,7149
552000,2,2.5,1380,951
250000,5,1.5,2520,5753
502000,3,1.75,1300,8800
480000,4,1.75,2220,6500
378500,2,1,730,7528
1350000,4,3.25,3300,15907
1900000,4,3.25,4130,112521
605000,3,2.5,2670,47480
307550,4,2.5,1980,5909
304700,2,1,740,5995
568000,3,1.75,2050,3520
385000,3,1.75,1230,7500
345000,3,2.5,1210,1420
435000,3,2.25,1890,7200
579000,2,2,1870,6275
236000,3,1.75,1330,6301
305100,3,2,1590,35988
368000,3,1.75,1710,10800
255000,2,1,1200,9000
400000,2,1,1140,5100
440000,3,1.75,2240,8153
417000,2,1,920,6600
435000,2,1,800,5000
475000,4,2.75,1980,11443
563500,4,2.5,2800,12831
285000,3,2.25,1680,35127
471000,4,2.5,2330,9928
500000,4,1.75,2240,9886
640000,3,2.5,2140,8925
442500,4,2.5,2170,14024
213400,3,1.5,1150,8686
831000,4,2.5,2030,3905
325000,3,2,1350,11805
425000,2,1,910,4635
550000,4,2.5,2700,5100
599950,4,3.5,3730,15029
1225000,4,2.5,2740,16007
750000,4,3.25,2050,5000
290000,4,3,2390,4500
270000,4,2.75,1990,7252
229950,4,1.75,1300,21000
234999,3,1,1330,8912
265000,2,1,1000,31505
367300,4,2.75,2190,14937
550000,3,1.75,1380,3402
743700,4,2.5,2610,33206
352750,2,1.75,1060,1241
403950,2,1,710,1136
980000,4,2.5,2730,4800
585000,4,1.75,2470,131790
554000,3,1.75,1760,10780
546000,3,2.5,1530,3464
280000,2,1.75,1610,158558
212500,2,2,1030,21712
739000,4,2.5,2800,246114
428000,3,2,1310,2550
965000,4,2.25,3160,34560
364900,3,3,2500,8304
559000,3,1.5,2070,5386
213000,4,1.75,1980,9000
620000,3,2.5,2590,7237
240000,4,1,1910,16320
852500,3,2.5,2630,10100
600000,3,2.5,2630,77972
410000,3,2.5,1960,4400
328000,3,1.75,1440,45302
625000,3,1.75,2210,16200
649950,4,2.5,2350,63162
235000,3,1,1590,13000
489000,3,3.5,1500,1249
536000,3,2.5,1900,6224
400000,4,3.5,2370,3692
398000,3,2.5,1720,1715
379000,4,1.5,2020,7560
345000,2,1.5,1340,1210
365000,3,2.5,1800,2700
315000,3,2.5,1480,1590
571000,4,2,2750,7807
1025000,5,4,3760,28040
695000,3,2.75,2540,4694
225000,3,1.75,1760,26055
740000,3,2.5,3000,25341
315000,4,2.5,1930,9643
1230000,4,2.5,3040,7000
420000,2,1,860,3880
310000,3,1.75,1420,7650
700000,3,2,2080,3880
269000,3,2.5,1560,4200
369990,4,2.5,1960,7133
800000,3,2.25,1620,4500
569000,5,3,3670,10583
175000,6,1.5,1930,8400
440000,3,1.5,1290,1286
435000,5,2.25,1970,15247
345000,3,1.75,1540,6909
558000,4,2,2180,3870
475000,2,1.75,1490,224334
490000,3,2,2220,10275
335000,3,1.75,2430,9133
350000,2,0.75,1392,43710
100000,4,1,1120,2685
417500,4,1,1390,10800
253000,3,1.75,2040,7281
1240000,5,3,2830,7500
490000,4,2.5,3020,8302
470000,3,1.75,2290,14800
483300,4,2,1210,11100
659000,3,2.5,2510,6320
480000,4,1.75,2320,4322
165000,3,1,970,6600
659500,3,1.75,1820,5500
219900,3,1,970,7742
315000,2,1,1740,3622
250000,3,1.75,1590,7560
268000,2,1,1380,5000
380000,4,1.5,1680,11123
499000,2,1,1220,3000
285000,2,2,1651,18200
183000,3,1.75,1330,9200
1070000,3,3,2940,4622
429000,3,3.25,1410,1246
403000,2,1,1100,3598
375500,3,1.5,1530,7200
1795000,5,3.25,5270,17232
516200,3,2,2110,5150
385000,4,1.75,1720,8750
515000,3,2.5,1800,5001
375000,4,2.5,2210,9427
650000,4,2.25,2560,9731
306888,2,1.5,1010,7719
870000,4,2.5,3340,12248
310000,4,1,1740,11075
251750,3,2,1320,7200
366000,3,1.75,1520,8625
429950,3,1.5,2010,9480
710000,3,3.5,2440,3427
895000,5,2.5,2550,20875
149500,3,1,1010,9450
310000,3,2.5,1780,6771
555000,3,2,2180,4976
750000,5,3.25,2750,7500
745000,4,3.25,3490,7024
695000,3,2.5,2550,45254
433000,3,1.75,1870,7189
307000,4,1,1150,8184
655275,3,1.75,2050,11856
392000,4,2.75,1940,6555
1180000,5,3.75,3630,6000
359950,3,1.75,1890,9100
360000,4,2,1630,10375
566000,4,1.75,2440,5000
700000,5,2.75,3100,9825
415000,3,2.5,2090,6045
199500,3,1,920,9812
749000,3,1,1580,5000
680000,3,1.75,1760,8400
400000,4,2.5,2530,7563
608000,4,2.75,2490,9714
589900,4,4.5,3870,35889
480000,5,2.5,2732,9500
1059500,5,3.25,3230,3825
915000,6,3.75,2930,14980
695000,4,3.5,3510,9364
899900,4,2.5,2580,3909
499950,2,2.25,1060,1208
533112,4,2.75,2790,8853
303210,4,2.5,2009,5000
525000,5,2.75,2880,8364
399950,2,1,710,1157
850830,3,2.5,2070,13241
371500,3,2,1370,8336
522000,3,1.75,1730,8400
588000,4,2,1680,5000
276900,2,1,1350,10096
248000,5,1.5,1510,9078
280000,3,2.5,1860,6607
495000,6,5,3440,4500
665000,6,3,4250,4400
290300,2,1,860,3874
527000,2,1.75,1640,4080
487028,2,1.5,1295,1093
325000,3,1.75,1790,27427
799000,3,1.5,2210,6300
7062500,5,4.5,10040,37325
354000,3,1,940,10368
262500,3,1.5,1160,8906
560200,3,2.5,1990,3984
220000,3,1,1050,6300
650000,2,1,1030,5750
435000,3,2.5,1420,2581
800000,4,3.75,2690,4000
1010000,4,2.5,3760,29224
200000,2,1,700,4700
295000,5,3.5,2100,5107
580379,4,2.75,2240,27820
875000,4,2.5,3470,32109
515000,3,2.5,3370,19585
599000,4,2.5,2790,230868
285000,3,2.5,1870,4060
290000,3,1.75,1520,15090
355000,1,1.75,750,20339
381000,3,1.5,1460,11407
571000,3,2.5,2600,7465
852600,4,2.5,3320,11901
1085000,5,2.5,2340,6000
371000,3,1,890,7200
514000,3,1.75,1720,5899
386000,3,1.5,1270,1318
464000,4,2.5,2180,7203
335000,4,2.25,2030,13500
740000,4,2.75,2490,17833
465000,4,1.75,1470,5350
700000,3,2.75,2500,7378
785000,3,3.5,4500,21870
350000,3,3.25,1460,1592
148000,1,1,620,8261
530000,3,1.75,1550,3680
349000,3,2.5,1430,1002
240000,3,1.5,1360,9760
330000,3,2.5,2210,7557
735000,4,1.75,2460,5100
545000,3,2.5,2180,15693
214950,3,1.75,1570,4875
657500,4,2.75,4140,24190
476000,3,1,1140,5500
2888000,5,6.25,8670,64033
110000,2,1,800,15000
292000,4,2.75,2414,7693
317000,3,1,1160,8813
455000,4,2.5,3170,10688
1365000,5,3.5,4210,17258
460000,3,2,2060,4437
405000,3,2,1640,7201
333000,2,1,720,6686
427000,4,1,1860,4736
742000,4,2.5,2810,10986
465000,4,2.5,2090,9702
809950,4,2.5,3280,6181
619400,4,2,2090,3610
762400,3,1.75,2430,14607
535000,5,2.25,2520,49222
881000,5,3,2510,4125
813000,4,2.75,3370,6675
234000,3,2,1640,5280
308900,3,2.5,2250,7294
450000,4,2.5,2300,19250
547500,3,3.5,1650,2262
399950,2,1,710,1131
516000,4,3.5,2550,8698
250000,2,1.5,982,846
475000,3,2.25,1630,2520
415000,4,2.5,2550,4500
545000,2,1.25,1240,2150
329950,3,2.5,2456,7566
1325000,5,2.25,3200,20158
784000,3,3.5,3950,111078
610750,4,2.25,2180,7297
578000,4,2.5,3140,9225
1485000,4,3.75,4030,10800
501000,3,1.75,1970,7972
465250,5,2,1940,7642
2250000,5,4.25,4860,9453
1095000,0,0,3064,4764
315000,2,1,970,5665
900000,4,2.25,2460,44431
789500,4,2.5,3010,6100
678500,3,2,2460,6600
342500,3,2,2080,11375
860000,4,3.25,3960,7012
306000,4,2.5,2490,8124
580000,5,2,2060,6000
405000,3,1,1330,15678
510000,3,1.75,1600,19200
173000,2,1,820,10450
210000,4,1.75,1200,7680
445000,3,1,1050,5664
585000,3,2.5,1910,1501
381000,3,1.75,1800,6000
890000,3,2.25,2060,8640
235000,3,1.75,1840,9697
480000,3,2.5,1250,1103
575000,2,1,1510,4032
350000,4,2.25,2300,4600
259000,4,1.5,1490,7560
599000,5,2.75,2820,4608
210000,4,1.5,1130,7840
1184000,4,2.5,3200,7500
545000,3,1,1510,5000
299995,3,2.5,1970,7500
440000,3,1,1210,5750
699000,4,2.5,3280,27441
795000,3,2,2420,17859
445000,5,1.75,2460,6846
397990,3,1,1180,11862
706000,3,2.75,1900,6400
363000,3,3.25,1651,1779
850000,4,2.25,2130,11843
620000,2,1,1430,3000
1228000,4,2.5,5730,44947
333000,4,2.5,1910,9244
743000,3,1.75,2110,11250
448000,2,1.5,1630,3780
485000,4,2.5,2470,35073
489950,4,2.25,2640,31941
498500,5,2.75,2990,7420
531000,3,2.5,2120,9736
670000,3,2.5,2050,6420
310000,5,3,1880,5000
835000,3,3,2790,12523
1688000,4,2.5,3000,7500
495000,4,2.5,2140,7245
495000,3,2,1769,9300
440000,3,1,1710,6556
280000,1,0.75,420,6720
1070000,4,2.5,3270,35445
1034500,4,2.5,2370,10858
248000,4,2.5,1770,5855
294000,4,2.5,2210,8465
561000,3,2.25,1710,4140
656500,4,2,2710,4750
660000,3,3,2340,2970
370000,2,1,1220,17172
349950,3,1,1060,9525
223000,2,1,910,9869
560000,4,1.75,1880,3880
594000,4,1.75,1870,5200
600000,3,2.25,1480,5400
315000,3,2.5,1880,7000
430000,4,1.75,1890,6000
440000,3,2.75,1560,7392
312500,2,1.5,1070,1200
1240000,5,4,4410,14380
300000,3,3.25,1470,1235
680000,3,2.5,2570,3600
336750,2,2.25,1170,1011
822500,5,3.5,2320,4960
589000,4,3,2440,9600
863000,4,2.5,4120,22370
210000,2,1.75,1440,5680
206135,3,1,1340,11070
1125000,6,3.75,3010,4360
285000,3,1.75,1840,8601
230000,2,1,930,7550
845000,4,2.75,4070,115434
350000,3,1.75,1820,9545
304000,3,1,1280,8184
370000,2,1,900,4600
810000,3,1.75,1980,13503
440000,4,2.25,2010,7575
1030000,4,2.5,2750,4800
775000,4,2,3140,10875
1335000,5,2.25,4200,5800
235000,3,1.75,1900,8540
499950,3,1,1830,3000
622500,5,2.75,3320,23760
300000,4,2.5,2700,10814
205000,3,1,1290,6566
435000,3,1.75,1500,8173
697000,4,2.75,3650,48351
153000,3,1,1270,6405
454000,4,2.25,2630,39000
345000,2,1.5,1800,26615
585000,3,1,1870,2807
380000,4,2.5,2540,6365
250600,4,2.5,1930,8660
890000,4,2.25,2770,13500
370000,4,2.5,2220,5338
369500,3,1.5,1650,9957
883000,4,2.5,3670,54450
950000,4,2.5,3770,35081
615000,3,1.75,2350,20820
305000,3,1.5,1210,5240
590000,4,2.5,2010,7972
485000,3,2.5,1580,6065
215000,2,1,710,7200
430000,3,2,1910,5040
324900,4,2.5,1880,7965
849900,2,2,2280,641203
975000,5,2.75,3100,10014
910000,5,2.5,2350,4000
459950,3,1.75,1850,6869
325000,3,2.5,2070,8337
513000,4,2.75,2020,7070
475000,3,2.25,1580,12177
419000,4,2.5,2690,7947
760000,4,2.5,2420,10285
1120000,5,1.5,2540,6660
129000,2,1,1150,30184
725000,5,2.5,3210,12000
580000,3,2.5,2040,4627
385000,3,2.25,1920,4833
265000,4,1.75,1900,10588
1735000,3,2.5,4310,32093
330000,3,2.5,1070,1155
665000,4,2.5,2790,43091
799000,3,2.5,2860,4442
589000,3,2,2250,8800
1695000,2,2.25,3170,3000
538000,3,1,1460,7200
530100,3,1,1540,3399
718500,3,2,2910,6600
299000,3,1.75,1180,13927
556000,3,1.75,1640,7437
171000,4,2,1520,19672
540000,5,3,3610,9775
250000,3,2.25,1400,3814
795000,4,3.5,3200,3250
575000,3,3,1384,1287
379500,3,2.25,1410,1287
385000,4,2.5,2050,5276
415500,4,2.5,1750,4779
397500,3,2,1510,6710
530000,3,2.5,1930,7214
883000,4,2.5,2960,41656
850000,5,2.75,2920,11880
496752,2,1,1980,5000
330000,3,1.75,1430,8865
735000,4,2.75,2450,4187
525000,4,2.75,2360,4924
269950,3,2.5,1890,4838
650000,3,1.75,2140,9484
520500,3,2,1900,8100
652500,4,2.5,2700,9122
506000,5,3,2430,8000
416000,3,1,1110,12150
500000,4,2.75,2280,15347
460000,3,1.75,1550,4708
371025,3,2,1530,8925
576000,4,2.5,2440,28405
353500,4,2.25,1760,9602
1735000,4,2.25,3040,5000
183000,3,1.75,1070,8100
763101,3,1.75,1990,5560
460000,2,1.5,1090,4000
825000,4,1.5,1890,6938
265000,3,1,1000,9150
295000,3,1.75,1770,8235
418000,4,3,2360,6250
554000,3,3.5,3380,108900
534500,3,2.5,1700,3150
690000,2,1.75,1600,4000
530000,4,2.5,2050,6360
357186,2,1.75,1210,1040
300000,5,3,1940,6355
304000,4,2,1810,8750
385000,4,1.75,1690,4080
415000,4,2,1800,2970
963000,4,3.5,3280,6603
792500,4,2.5,4290,175421
309212,3,1.75,1150,9600
235000,2,1.5,880,1805
667000,3,1.5,1720,8100
470000,3,1.5,1510,8000
375000,4,2,1240,3000
410000,4,2,1580,9581
566000,4,2.25,2170,7737
680000,4,2.75,2500,4950
332000,1,1,960,2640
902000,4,2.5,3030,8507
500000,3,1.75,1540,10800
445000,3,1.75,1890,32340
825000,4,2.5,2810,9800
1095000,4,4,3530,8400
277000,3,1,1100,8536
545000,3,2.5,1940,9775
435000,3,2.5,2300,9521
638000,3,2.5,2110,3600
418000,4,1.5,1220,10580
499000,3,1.75,1750,12325
150000,3,1.5,1230,8056
759950,3,2.5,3100,23790
427000,3,2.5,1830,65340
632500,5,2.5,2640,7096
660000,6,1.75,1840,2774
862000,4,2.5,3190,14565
524000,2,1,1120,2000
470000,3,1.5,1760,6723
385000,3,2,1590,9912
575000,4,2.5,2120,9603
220000,4,2.5,2240,9826
460000,2,1,890,2100
1712500,3,3.25,2940,5432
175000,3,1.5,1220,7300
465000,3,2.25,2670,7500
552000,3,1,1120,2300
565000,4,2.75,3130,139392
518000,4,2.5,1740,7500
899950,4,3.5,3290,5414
373000,3,1,1770,5720
385000,4,2.5,2960,5054
245000,2,1,1200,4880
375000,4,2,2400,6000
699850,4,3.5,2690,6164
450000,6,2.25,3550,11780
455000,2,1.5,1310,12196
650000,4,2.75,2610,4160
378000,5,2.5,2760,8015
220000,3,2,1410,7998
285500,4,1.75,1960,7950
340000,3,2.5,1212,1174
921000,4,1.5,2220,9496
375000,4,2.5,2040,109336
999000,4,2.75,2800,19168
335000,3,1.5,2040,6000
1920000,4,2.5,3070,34412
385000,2,1,830,26329
850000,4,3.5,4140,7089
429000,5,2.5,2340,4500
523950,3,2.25,1420,1282
798800,3,2.75,2670,3738
284000,3,2.5,1880,6008
852880,4,3.25,3450,6184
320000,3,2.25,1200,1400
749995,4,3.25,3430,9870
468500,3,2.5,1350,1186
492500,5,2.5,2570,9962
685000,4,3.5,2840,4637
542525,4,2.5,2650,5600
435000,3,2,1980,2674
242000,3,1.75,1280,7524
325000,4,2.5,2610,7091
837700,5,2.75,3010,12611
210000,1,1,930,7129
187500,3,1.5,1180,7000
560000,5,1,1710,9100
272000,3,2,1380,7476
235000,3,1.75,1190,7280
259000,3,2,1870,5909
866059,5,3.5,3130,4797
473000,2,1,900,5100
405000,3,1.5,1880,7400
870000,4,4.25,3010,4887
475000,3,2.25,2280,5750
499500,3,2.5,2970,21907
386000,2,2.5,1620,3196
458000,4,1.5,1550,3000
550000,3,1.75,2240,78225
605500,3,2.5,2830,6536
421000,3,2.5,2890,21780
536000,4,2.25,1990,5948
247200,3,1.75,1370,8719
250000,2,1.5,1088,1360
204950,4,1.75,1740,9344
430000,3,2,1730,9000
250000,4,2.5,1800,8100
260000,3,1.75,1440,12888
547000,4,1,1720,2800
379900,5,3.5,2800,7350
738500,3,2.5,2300,6009
545000,4,2.25,2030,11585
342000,2,1,740,6180
4668000,5,6.75,9640,13068
170000,4,1,1920,13787
616000,4,2.5,2490,12929
640000,3,2,1380,4800
332000,3,2.5,1530,9406
1010000,3,3.25,2420,1923
380000,4,2.5,2150,37647
415000,4,2,1610,9600
1008000,4,3.5,2650,3060
669000,4,2.75,2700,35362
260000,3,1.5,1270,20700
854000,4,2.75,3150,38865
605000,3,2.25,2010,10760
320000,3,1,860,5060
229950,3,2,1410,7466
255000,3,1.75,1700,7532
1170000,4,2.5,2570,6251
479000,2,2.25,1230,932
1200000,4,3.5,4170,9748
472000,3,2.5,1180,1262
198000,3,1.5,1430,7347
440000,4,2,1450,8400
506000,3,1.75,2180,7700
382500,4,2.5,2210,7079
269500,2,1.5,1480,7276
560000,3,2,2340,3477
840000,4,3.5,3860,18334
479500,3,2.75,2300,4637
402000,3,1.5,1450,7375
549000,2,2.5,1380,953
449950,4,2.5,2470,3811
493000,4,1.75,2030,18295
142500,4,0.75,1440,13300
250000,3,1.75,1160,6134
729000,3,1,1580,3840
465000,2,2.75,1430,1425
465000,2,2,1494,19271
280000,4,2.25,1930,7207
675000,6,1.75,2740,6360
667500,3,2,1880,3800
809000,3,2.5,2590,7720
400000,3,2.25,2140,11266
310000,4,2,1870,6000
435000,2,1,1230,3800
465950,4,2.5,2340,6896
1538000,3,2.25,2880,7599
253000,3,1.5,880,6600
330000,3,2.5,3040,7232
554000,4,1,1120,7104
350000,3,2,1380,3600
294999,4,2.5,1660,9760
1185001,3,2.75,2500,5568
752000,4,2.5,2940,10382
451000,4,2.5,1670,3315
725000,4,2.75,2630,7505
345000,4,2.75,2250,7412
206000,3,1,1320,7000
2027000,4,3.75,4100,22798
2475000,3,3.25,4340,4947
1728000,4,3,3700,20570
580000,5,2,2700,10875
430000,3,1,980,7200
720000,4,2.5,2650,11520
824000,7,4.25,3670,4000
936000,3,1.75,2960,12420
535000,4,2.75,3070,7201
286800,3,2.5,1413,3600
350000,2,2.5,1260,1347
345000,3,2.5,1680,2229
435000,3,2.25,1230,1238
1555000,3,3.5,4360,6240
1325000,4,4,4420,16526
461000,3,3.25,2770,6278
770000,3,2.25,2910,10204
1384000,4,3.25,4290,12103
330000,3,2.5,1600,26977
322500,4,2.5,1820,6753
1600000,6,5,6050,230652
475000,3,1.75,1700,8432
250275,2,1,790,11234
274500,3,2.25,1720,9000
284950,3,1,990,10723
264950,4,1.75,1770,9011
242000,3,2,1260,8092
913000,4,2.5,3640,10576
555000,3,1.75,2040,6000
711000,4,1.75,1980,10800
403500,5,2.5,3600,17300
975000,4,2.5,4270,43386
253779,4,2,2030,9600
384400,3,3.25,1689,1388
646000,5,2.75,2870,4461
415000,3,1.75,1270,4800
764000,4,2.5,2790,7938
507000,5,3.25,3850,16249
545500,3,2.5,1560,9361
450000,3,1.75,1180,4080
264000,4,1.75,1820,8118
650000,5,1.75,1260,4500
365000,3,2.5,2640,6715
343566,2,1,1100,4200
375000,3,2.5,1950,6871
295000,3,2,1380,8682
325000,3,2.75,2200,7000
265000,4,1.5,2050,7100
562000,5,3,2795,15101
540000,4,2.5,2050,34222
4489000,4,3,6430,27517
279950,5,1.75,2150,7171
540000,3,1.75,1970,8200
310000,4,2.5,2660,12672
190000,1,1,720,4800
440000,4,2.5,2410,4780
1400000,3,2,2020,5500
230000,2,1,1080,9435
455000,3,1.75,1180,14292
175000,2,1,660,5000
650000,3,1.75,2920,9370
3000000,4,4.25,4850,12445
192500,3,1,1080,8580
239950,3,1.75,1670,6900
175000,6,1,1370,5080
850000,5,3.5,3450,28324
410000,4,2,1970,10500
570000,4,2.5,2290,6738
469000,5,2.5,2240,7543
559000,2,1,1240,6400
739888,3,2.5,2420,43177
568450,5,3.5,3260,58806
240000,2,1,670,10920
574950,5,3.25,3160,10000
180000,3,2.25,1990,6350
1160000,4,3.5,4680,9700
300000,3,2.5,1700,3575
630000,4,2.5,2807,9430
507000,4,1.75,1770,9375
287500,4,2.5,2570,9000
688000,3,3,3450,16200
424000,3,2,1670,7700
400000,3,1.75,1050,6150
620000,4,2.5,1910,7683
300000,3,1,910,7700
615000,5,2.25,2480,12070
206000,2,1.5,1820,8867
515500,4,2.5,2920,7700
554000,5,2.25,1870,11411
825000,4,3.5,3810,9792
855000,4,2.25,2190,4080
315000,3,2.5,1730,6368
299000,5,2.5,2220,9360
650000,3,1.5,1320,8114
465000,3,1.75,1510,4800
535000,3,2,2120,4080
564000,2,2,1690,4500
515000,3,3.5,1360,1419
580000,4,2.5,3250,5000
309000,3,2.25,1490,1294
536751,3,1.75,1930,6360
415000,4,2.5,2020,5501
267000,3,2.25,1584,2800
820000,4,2.5,3170,8523
1399950,4,2.75,3870,10046
485000,2,2.5,1430,923
482000,3,3.25,1380,1120
535000,4,2.5,2610,4595
690000,3,3.25,1540,1428
576000,3,2.5,1940,9000
378750,3,2.5,2160,3000
269900,4,1.75,1530,8750
210000,3,2,1440,7210
429900,4,2.5,2640,8625
1525000,4,3.25,3620,5131
360000,4,2.5,2850,4650
405000,2,1,1260,4377
450000,3,1.75,1610,11200
703000,3,2,1360,5980
661000,4,2.5,2496,8058
580000,4,2.25,2160,9593
464000,3,1,1320,3625
945000,2,2.5,2540,7089
659500,4,3,2620,18362
200000,3,1.5,1140,8340
280000,3,2,1790,42399
1325000,4,2.5,2440,3600
346150,3,2,2140,7200
197500,3,1,1330,5412
799000,4,2.5,2590,7910
1309500,4,4.5,4750,13912
350000,2,1,1620,9205
720000,4,2.5,2440,34290
519000,3,2.75,2020,10744
590300,3,1.5,1470,7200
2200000,5,4.75,5990,10450
410000,6,2.75,2520,9324
437000,2,1.75,1440,4225
221000,3,2.25,1640,7350
380000,4,2.25,2150,20181
506000,2,1,1570,8210
395000,4,1,1980,10350
285000,3,1,1210,4731
311000,3,1.75,1900,3000
520000,3,1.75,1940,219527
435000,3,1.75,1310,8065
120000,2,1,990,39964
1440000,3,3.5,3870,3819
186000,3,2,1340,4320
756000,4,2.25,2160,5600
248000,4,2,2080,13510
287000,3,2,1300,11374
510000,4,2.5,2610,8031
249000,3,1,1050,8498
340000,3,2.5,2480,6112
399888,4,2.25,1820,8255
440000,3,1.75,1170,8740
899000,4,2.25,2370,6000
540500,5,3.75,3090,7415
385000,3,1.75,2310,11200
558000,4,2.25,2060,10358
600000,3,2,2540,237402
450000,4,2.5,2400,7693
232500,3,1,1320,8450
436000,2,1,790,6600
240000,4,2,1790,14690
489950,3,2.25,1820,7326
680000,6,2,1670,3000
1068000,5,3.5,3990,9938
352450,3,2,1430,6000
335000,4,2,2030,103672
549000,4,1.75,1290,3060
1240000,4,3.5,3820,13224
618250,4,3.25,2520,3360
1815000,5,3,3880,13000
850000,2,1.75,1590,5136
930000,5,2,3530,9385
505000,3,2.5,1610,4611
925000,4,2.5,3280,209088
275000,3,1.75,1860,15681
499000,3,1.75,1840,5000
507000,3,2.5,2120,7201
619850,4,2.5,2270,9247
500000,3,2.5,2840,48716
310000,4,1.5,1220,9600
646000,4,2.5,2310,4079
265000,3,1.75,1840,7300
475000,3,2.5,950,1110
600000,4,2.25,3070,8400
470000,3,2,1730,38884
319950,2,1,920,8341
712000,3,2.75,3200,6699
775000,4,2.75,3010,15992
390000,3,2.25,1600,10240
585000,4,2.5,2840,11044
1027000,3,2.5,2430,10500
232603,3,1.75,1750,11461
